estudiante_id,carrera,semestre,genero,edad,promedio,materias_inscritas,materias_aprobadas,materias_reprobadas,asistencia_pct,beca,trabaja
EST-1546,Economia,4,F,27,14.0,5,4,1,38.9,False,True
EST-1547,Administracion,4,F,21,14.3,7,4,3,82.8,False,False
EST-1548,Administracion,4,M,21,14.0,7,4,3,77.8,False,False
EST-1549,Contaduria,1,F,19,10.0,6,3,3,72.0,False,False
EST-1550,Economia,5,F,22,15.5,5,3,2,56.0,False,True
EST-1551,Administracion,9,M,20,15.7,7,5,2,89.6,False,False
EST-1552,Relaciones Industriales,4,M,21,13.8,4,2,2,75.3,True,True
EST-1553,Economia,4,F,26,9.0,5,1,4,89.7,False,False
EST-1554,Administracion,8,F,26,12.9,4,2,2,88.2,True,False
EST-1555,Contaduria,2,F,22,10.7,5,2,3,61.3,False,False
EST-1556,Administracion,3,F,22,16.1,6,5,1,84.7,False,True
EST-1557,Administracion,3,F,18,13.4,7,3,4,93.0,False,False
EST-1558,Relaciones Industriales,2,F,19,11.1,4,2,2,77.2,False,False
EST-1559,Administracion,8,F,23,15.7,6,4,2,77.4,False,True
EST-1560,Contaduria,2,F,23,13.1,6,3,3,72.1,True,False
EST-1561,Economia,4,F,23,13.3,7,2,5,77.9,False,True
EST-1562,Economia,2,M,21,14.2,6,5,1,76.1,False,True
EST-1563,Administracion,5,F,24,12.4,5,2,3,74.4,False,True
EST-1564,Contaduria,6,M,25,8.2,6,1,5,100.0,False,True
EST-1565,Economia,9,F,27,12.5,4,3,1,93.4,False,True
EST-1566,Relaciones Industriales,3,F,18,14.0,6,4,2,78.7,False,False
EST-1567,Economia,1,F,21,13.2,5,5,0,67.7,False,True
EST-1568,Relaciones Industriales,1,F,18,12.0,6,3,3,87.3,False,False
EST-1569,Administracion,9,F,27,15.7,7,6,1,91.4,False,False
EST-1570,Administracion,4,F,23,14.8,6,4,2,88.7,False,False
EST-1571,Contaduria,7,M,22,16.8,4,4,0,71.0,False,True
EST-1572,Economia,3,F,24,13.1,4,3,1,66.0,False,False
EST-1573,Economia,3,M,18,14.9,6,5,1,100.0,False,False
EST-1574,Administracion,5,F,18,10.5,5,1,4,86.8,False,True
EST-1575,Economia,7,F,22,12.0,4,3,1,75.5,False,False
EST-1576,Contaduria,3,M,17,15.4,4,1,3,77.1,True,False
EST-1577,Economia,10,F,25,11.3,5,2,3,60.7,False,True
EST-1578,Administracion,6,F,21,14.1,5,2,3,89.1,False,False
EST-1579,Relaciones Industriales,10,F,24,12.8,4,2,2,89.7,False,False
EST-1580,Contaduria,6,F,23,15.3,7,3,4,89.1,False,False
EST-1581,Administracion,7,F,21,12.6,4,4,0,81.9,False,True
EST-1582,Administracion,1,M,17,13.6,7,5,2,86.6,False,False
EST-1583,Relaciones Industriales,5,F,24,12.5,5,3,2,74.0,False,False
EST-1584,Administracion,4,M,19,16.9,4,2,2,82.9,False,False
EST-1585,Contaduria,3,M,24,16.9,7,7,0,100.0,False,False
EST-1586,Economia,6,M,21,14.6,4,1,3,52.8,False,True
EST-1587,Contaduria,7,M,23,12.1,6,3,3,70.7,False,False
EST-1588,Contaduria,6,F,24,10.1,5,3,2,100.0,False,False
EST-1589,Economia,8,F,22,17.7,6,5,1,94.5,False,True
EST-1590,Contaduria,5,M,19,12.0,4,3,1,68.8,False,True
EST-1591,Relaciones Industriales,6,M,26,14.0,4,3,1,77.8,False,False
EST-1592,Economia,8,M,20,13.4,7,5,2,86.0,False,False
EST-1593,Administracion,5,F,21,14.5,7,5,2,73.3,False,False
EST-1594,Contaduria,5,F,21,12.7,7,5,2,77.9,True,False
EST-1595,Contaduria,5,M,20,12.0,6,4,2,61.6,False,True
EST-1596,Relaciones Industriales,10,M,21,18.2,7,7,0,78.5,False,False
EST-1597,Economia,6,M,20,12.6,7,6,1,88.9,False,True
EST-1598,Economia,8,M,19,14.9,5,5,0,82.6,False,False
EST-1599,Contaduria,1,F,23,19.1,6,6,0,85.0,False,True
EST-1600,Contaduria,1,M,20,12.0,6,2,4,76.4,False,False
EST-1601,Relaciones Industriales,5,M,18,10.6,5,2,3,62.9,False,True
EST-1602,Relaciones Industriales,8,F,24,11.4,7,5,2,80.3,False,True
EST-1603,Administracion,3,F,18,17.4,4,4,0,76.3,False,False
EST-1604,Relaciones Industriales,9,F,19,16.5,4,4,0,75.6,True,True
EST-1605,Contaduria,9,M,23,13.0,4,3,1,66.1,False,True
EST-1606,Contaduria,1,F,20,12.8,5,5,0,71.1,False,True
EST-1607,Economia,9,F,23,12.4,6,4,2,98.8,False,False
EST-1608,Administracion,3,M,23,13.9,6,2,4,67.8,True,True
EST-1609,Contaduria,4,M,25,13.9,5,3,2,77.2,False,True
EST-1610,Economia,10,M,26,11.4,4,2,2,72.8,False,True
EST-1611,Administracion,2,M,19,15.7,6,5,1,97.1,False,False
EST-1612,Economia,4,F,17,17.0,7,5,2,73.5,False,False
EST-1613,Administracion,2,F,23,16.2,6,5,1,100.0,True,False
EST-1614,Administracion,4,F,21,11.3,4,1,3,93.9,False,False
EST-1615,Administracion,2,M,23,11.8,5,2,3,82.4,False,False
EST-1616,Administracion,2,M,19,14.7,7,6,1,75.9,False,False
EST-1617,Contaduria,3,M,20,15.2,6,4,2,100.0,True,False
EST-1618,Administracion,7,M,22,11.8,5,3,2,75.4,False,False
EST-1619,Administracion,6,F,25,17.9,6,5,1,87.9,False,False
EST-1620,Contaduria,5,M,25,14.6,4,3,1,78.7,False,True
EST-1621,Contaduria,2,M,22,12.6,7,5,2,100.0,False,False
EST-1622,Contaduria,4,F,21,13.9,4,3,1,90.3,True,False
EST-1623,Administracion,3,F,22,12.7,6,6,0,77.9,False,False
EST-1624,Administracion,9,F,20,12.8,5,2,3,78.7,False,False
EST-1625,Contaduria,7,F,22,15.1,6,4,2,75.9,False,True
EST-1626,Economia,10,F,21,11.0,6,3,3,76.5,False,False
EST-1627,Administracion,6,M,20,13.9,5,5,0,79.6,False,True
EST-1628,Relaciones Industriales,8,F,27,12.5,4,4,0,82.1,False,True
EST-1629,Economia,3,F,21,11.8,6,4,2,81.3,True,True
EST-1630,Economia,7,M,23,10.1,4,2,2,82.2,False,True
EST-1631,Economia,4,M,17,17.3,5,4,1,75.2,True,False
EST-1632,Administracion,7,F,22,17.2,6,3,3,84.4,False,False
EST-1633,Administracion,2,M,25,16.5,4,4,0,87.0,False,False
EST-1634,Relaciones Industriales,10,M,24,14.9,7,5,2,92.2,False,False
EST-1635,Administracion,5,F,26,12.4,7,3,4,86.0,True,False
EST-1636,Economia,6,M,21,13.8,7,4,3,79.1,False,False
EST-1637,Relaciones Industriales,9,F,26,15.6,5,3,2,62.1,False,True
EST-1638,Administracion,9,M,24,7.6,6,2,4,84.7,False,False
EST-1639,Contaduria,7,F,28,14.8,5,3,2,85.0,False,False
EST-1640,Relaciones Industriales,6,F,18,8.9,5,4,1,78.0,False,False
EST-1641,Administracion,10,F,22,14.4,7,5,2,91.2,False,False
EST-1642,Administracion,2,M,17,15.5,5,3,2,71.7,False,False
EST-1643,Administracion,2,M,19,11.8,5,1,4,74.6,False,True
EST-1644,Relaciones Industriales,5,F,22,10.4,7,2,5,79.4,False,True
EST-1645,Contaduria,10,F,23,11.4,6,3,3,96.2,False,True
EST-1646,Administracion,9,F,18,15.7,6,6,0,48.9,False,True
EST-1647,Contaduria,2,M,20,9.1,6,2,4,70.7,False,True
EST-1648,Contaduria,7,M,23,12.0,7,6,1,56.0,False,True
EST-1649,Administracion,3,F,20,10.9,7,6,1,75.4,False,False
EST-1650,Contaduria,3,F,23,16.4,6,5,1,96.9,False,False
EST-1651,Economia,7,F,23,16.8,6,5,1,75.7,False,True
EST-1652,Contaduria,10,F,19,16.1,4,2,2,68.5,False,False
EST-1653,Contaduria,3,F,26,11.9,5,4,1,79.2,False,False
EST-1654,Administracion,10,F,25,18.1,5,5,0,86.5,False,False
EST-1655,Administracion,10,F,24,16.6,7,6,1,100.0,False,False
EST-1656,Contaduria,5,M,18,14.8,4,4,0,81.7,False,True
EST-1657,Relaciones Industriales,10,F,24,14.3,4,3,1,70.7,False,True
EST-1658,Contaduria,3,F,19,8.5,6,2,4,84.7,False,False
EST-1659,Administracion,7,F,25,17.9,6,5,1,74.0,False,False
EST-1660,Contaduria,7,F,22,9.6,6,5,1,73.3,False,True
EST-1661,Contaduria,7,M,27,14.3,7,6,1,60.0,False,True
EST-1662,Administracion,3,M,23,12.7,4,2,2,58.4,False,True
EST-1663,Administracion,5,F,23,13.8,6,4,2,86.8,True,False
EST-1664,Contaduria,4,F,19,16.6,4,4,0,65.2,False,False
EST-1665,Contaduria,3,F,19,15.4,7,4,3,100.0,False,False
EST-1666,Relaciones Industriales,5,F,23,10.7,4,3,1,80.8,False,True
EST-1667,Relaciones Industriales,3,F,18,9.3,7,5,2,67.4,False,True
EST-1668,Administracion,3,F,17,13.4,5,2,3,73.5,False,True
EST-1669,Administracion,4,M,24,13.6,7,6,1,81.0,True,False
EST-1670,Economia,10,F,28,14.3,7,5,2,96.9,False,False
EST-1671,Economia,5,M,22,10.2,6,5,1,74.5,False,False
EST-1672,Relaciones Industriales,5,M,22,13.0,7,3,4,57.3,False,False
EST-1673,Administracion,5,F,18,16.1,7,2,5,100.0,False,False
EST-1674,Contaduria,5,M,21,14.0,4,3,1,63.4,False,True
EST-1675,Administracion,2,M,17,10.8,6,3,3,80.6,True,True
EST-1676,Administracion,7,F,22,14.7,6,4,2,82.6,False,False
EST-1677,Administracion,8,M,23,17.5,5,4,1,97.6,False,False
EST-1678,Relaciones Industriales,10,F,22,9.4,7,5,2,84.1,False,False
EST-1679,Administracion,10,M,23,11.9,7,5,2,95.9,False,False
EST-1680,Relaciones Industriales,3,M,21,14.6,6,5,1,93.1,False,False
EST-1681,Economia,4,M,26,11.6,4,3,1,53.2,False,False
EST-1682,Contaduria,5,F,22,12.3,6,2,4,85.3,False,False
EST-1683,Economia,10,F,17,9.0,6,5,1,70.7,True,True
EST-1684,Administracion,7,F,21,13.2,6,5,1,77.6,False,True
EST-1685,Economia,5,M,21,12.5,5,1,4,81.3,True,True
EST-1686,Administracion,1,M,22,14.0,4,1,3,70.2,True,False
EST-1687,Contaduria,6,F,23,11.3,5,3,2,71.8,False,True
EST-1688,Contaduria,10,F,26,20.0,7,7,0,79.7,False,True
EST-1689,Relaciones Industriales,10,F,27,15.8,7,5,2,75.5,False,False
EST-1690,Contaduria,9,F,25,11.3,7,5,2,95.4,False,False
EST-1691,Relaciones Industriales,1,F,20,12.6,4,4,0,86.1,False,False
EST-1692,Contaduria,3,F,21,8.2,5,1,4,73.0,False,True
EST-1693,Administracion,5,F,18,8.4,5,1,4,83.1,False,False
EST-1694,Contaduria,1,F,17,14.6,5,4,1,70.9,False,True
EST-1695,Administracion,4,F,21,12.9,6,3,3,83.9,False,False
EST-1696,Economia,7,M,22,15.0,7,6,1,73.4,False,False
EST-1697,Relaciones Industriales,5,M,23,13.7,4,2,2,83.4,False,False
EST-1698,Relaciones Industriales,1,M,19,13.3,7,1,6,82.4,False,False
EST-1699,Economia,4,F,24,9.7,5,2,3,100.0,False,False
EST-1700,Economia,6,M,22,12.8,4,3,1,69.6,False,True
EST-1701,Administracion,1,M,19,12.1,4,4,0,75.1,False,True
EST-1702,Administracion,6,M,27,15.5,7,5,2,100.0,True,False
EST-1703,Contaduria,9,F,19,11.8,5,4,1,95.7,False,True
EST-1704,Administracion,1,M,17,17.2,7,5,2,78.7,True,True
EST-1705,Economia,3,M,21,9.3,7,2,5,86.9,False,False
EST-1706,Relaciones Industriales,3,M,19,13.9,7,4,3,86.9,False,False
EST-1707,Relaciones Industriales,2,M,21,16.9,7,5,2,79.7,True,True
EST-1708,Contaduria,2,F,22,8.4,7,2,5,70.2,False,True
EST-1709,Administracion,8,M,22,10.0,7,4,3,85.7,False,True
EST-1710,Contaduria,9,F,22,8.9,5,1,4,86.6,False,True
EST-1711,Administracion,8,F,23,14.3,6,6,0,87.3,False,False
EST-1712,Administracion,10,M,29,15.1,5,4,1,78.8,True,True
EST-1713,Contaduria,10,F,22,14.4,5,3,2,81.6,False,False
EST-1714,Relaciones Industriales,3,M,23,11.5,4,2,2,75.5,False,True
EST-1715,Economia,6,F,19,17.6,5,4,1,92.9,False,False
EST-1716,Economia,8,F,27,14.9,4,2,2,100.0,True,False
EST-1717,Administracion,3,M,17,10.5,7,5,2,69.2,False,False
EST-1718,Contaduria,2,M,25,10.8,7,5,2,100.0,False,False
EST-1719,Administracion,2,F,18,16.8,6,6,0,95.0,False,False
EST-1720,Relaciones Industriales,3,F,19,15.0,4,4,0,91.0,False,True
EST-1721,Contaduria,8,F,24,13.3,6,4,2,70.7,False,False
EST-1722,Contaduria,5,F,25,13.4,4,4,0,97.7,False,False
EST-1723,Administracion,1,M,17,14.7,4,3,1,85.5,False,False
EST-1724,Relaciones Industriales,5,M,25,11.9,6,3,3,81.6,False,True
EST-1725,Contaduria,9,M,25,12.6,6,4,2,85.5,False,False
EST-1726,Administracion,1,F,18,15.0,4,1,3,76.8,False,False
EST-1727,Economia,9,M,22,19.7,5,5,0,66.8,False,True
EST-1728,Economia,8,F,26,9.8,4,2,2,83.1,False,True
EST-1729,Contaduria,4,M,23,12.0,4,2,2,75.1,False,False
EST-1730,Economia,2,F,17,8.4,7,2,5,92.3,False,False
EST-1731,Contaduria,3,M,21,14.6,4,4,0,67.7,False,False
EST-1732,Administracion,8,F,24,15.5,7,6,1,74.5,False,False
EST-1733,Contaduria,4,F,17,15.3,5,4,1,88.3,False,False
EST-1734,Relaciones Industriales,3,F,24,14.7,5,3,2,88.1,False,False
EST-1735,Contaduria,8,F,21,12.6,6,5,1,75.3,False,False
EST-1736,Economia,8,F,23,13.4,7,4,3,90.9,False,False
EST-1737,Economia,6,F,22,9.2,6,3,3,75.0,False,False
EST-1738,Contaduria,2,M,18,17.2,6,5,1,86.7,True,False
EST-1739,Administracion,5,F,21,13.8,7,5,2,78.0,False,False
EST-1740,Contaduria,7,M,24,6.9,7,2,5,92.6,False,False
EST-1741,Economia,6,M,19,13.3,7,4,3,79.0,False,False
EST-1742,Administracion,6,F,23,14.7,5,3,2,65.5,False,True
EST-1743,Administracion,6,F,25,11.1,7,4,3,74.6,False,False
EST-1744,Economia,8,F,25,15.7,5,4,1,63.2,False,False
EST-1745,Contaduria,10,M,21,14.9,6,5,1,100.0,False,False
EST-1746,Administracion,7,F,19,14.7,4,2,2,100.0,False,False
EST-1747,Administracion,6,F,22,15.3,7,4,3,90.9,True,False
EST-1748,Relaciones Industriales,4,M,24,11.2,5,0,5,72.5,False,True
EST-1749,Administracion,7,F,29,10.5,6,3,3,77.2,False,True
EST-1750,Contaduria,4,M,26,20.0,5,5,0,69.7,False,False
EST-1751,Administracion,1,M,20,11.4,7,5,2,73.6,False,True
EST-1752,Economia,3,F,24,11.1,6,4,2,71.5,False,False
EST-1753,Economia,1,F,22,14.4,5,3,2,78.7,False,False
EST-1754,Relaciones Industriales,6,M,21,16.4,7,7,0,96.9,False,False
EST-1755,Economia,7,F,23,15.0,6,6,0,88.1,False,False
EST-1756,Administracion,10,M,23,14.4,6,6,0,95.6,False,False
EST-1757,Contaduria,9,F,23,12.0,6,2,4,91.5,False,False
EST-1758,Administracion,2,F,19,12.6,5,4,1,52.2,False,True
EST-1759,Contaduria,4,M,20,14.6,4,3,1,100.0,False,False
EST-1760,Contaduria,4,F,17,11.9,7,4,3,72.8,False,True
EST-1761,Relaciones Industriales,1,M,19,14.1,4,3,1,76.1,False,True
EST-1762,Economia,8,F,23,12.2,4,2,2,87.3,False,True
EST-1763,Contaduria,6,M,25,16.2,6,5,1,84.2,False,True
EST-1764,Economia,7,M,24,14.2,4,3,1,71.2,False,True
EST-1765,Economia,9,F,25,13.8,6,4,2,97.0,True,False
EST-1766,Economia,6,F,22,9.1,5,0,5,78.8,False,False
EST-1767,Economia,8,F,25,12.9,6,5,1,76.8,False,False
EST-1768,Administracion,4,F,17,11.7,6,5,1,77.1,False,False
EST-1769,Contaduria,6,M,22,15.9,6,6,0,67.4,False,False
EST-1770,Relaciones Industriales,7,F,25,14.9,5,3,2,71.7,True,True
EST-1771,Economia,10,M,19,12.2,7,3,4,91.8,False,False
EST-1772,Economia,7,F,22,11.6,6,3,3,67.4,False,True
EST-1773,Administracion,2,M,19,12.2,6,3,3,76.7,False,True
EST-1774,Contaduria,8,F,22,18.4,6,6,0,56.5,False,True
EST-1775,Relaciones Industriales,1,F,22,13.8,7,6,1,89.2,False,False
EST-1776,Administracion,10,F,28,13.7,5,4,1,61.3,False,False
EST-1777,Administracion,5,F,24,12.2,7,4,3,55.8,False,True
EST-1778,Economia,8,F,21,15.7,5,4,1,64.7,False,False
EST-1779,Economia,9,F,27,14.7,5,5,0,77.2,False,False
EST-1780,Economia,4,F,25,17.0,5,3,2,72.3,True,False
EST-1781,Contaduria,9,F,22,17.2,5,3,2,76.4,False,False
EST-1782,Contaduria,3,M,21,10.1,7,2,5,68.4,False,False
EST-1783,Administracion,6,F,22,16.8,6,5,1,98.7,False,False
EST-1784,Administracion,8,M,23,11.6,4,2,2,84.2,False,True
EST-1785,Administracion,2,F,18,9.8,4,3,1,89.5,False,True
EST-1786,Administracion,6,F,25,16.2,5,4,1,80.4,True,False
EST-1787,Administracion,1,M,22,10.6,7,2,5,95.9,False,False
EST-1788,Administracion,2,M,23,15.0,4,3,1,85.3,False,False
EST-1789,Administracion,9,F,24,9.8,4,3,1,89.8,False,True
EST-1790,Relaciones Industriales,7,M,25,10.5,6,4,2,52.4,False,True
EST-1791,Economia,1,F,24,9.0,5,2,3,83.1,False,False
EST-1792,Administracion,4,M,20,11.7,7,3,4,88.4,False,True
EST-1793,Administracion,8,M,20,10.3,6,2,4,88.7,False,False
EST-1794,Contaduria,5,M,21,9.7,7,4,3,78.8,False,False
EST-1795,Relaciones Industriales,4,M,23,14.8,7,6,1,75.0,False,False
EST-1796,Economia,5,M,20,12.6,4,3,1,80.7,False,True
EST-1797,Contaduria,1,F,19,14.4,5,3,2,97.3,True,False
EST-1798,Administracion,6,M,23,16.5,6,6,0,90.8,False,False
EST-1799,Contaduria,4,F,17,13.1,7,4,3,75.7,False,True
EST-1800,Administracion,10,M,23,13.8,6,5,1,79.0,True,True
EST-1801,Economia,6,M,24,14.0,7,0,7,76.7,False,False
EST-1802,Relaciones Industriales,10,M,25,15.7,5,3,2,95.4,False,False
EST-1803,Contaduria,3,M,20,15.4,4,3,1,73.0,False,False
EST-1804,Administracion,6,F,23,15.8,7,6,1,87.4,False,True
EST-1805,Economia,4,M,22,13.3,4,4,0,91.6,False,True
EST-1806,Relaciones Industriales,6,M,21,13.0,5,2,3,65.0,False,False
EST-1807,Economia,10,M,22,15.7,6,6,0,93.7,False,False
EST-1808,Economia,5,F,22,12.7,4,3,1,70.6,False,False
EST-1809,Administracion,4,M,25,12.4,7,6,1,78.1,True,False
EST-1810,Relaciones Industriales,5,M,23,15.5,5,4,1,89.4,False,False
EST-1811,Relaciones Industriales,1,F,19,12.3,5,3,2,56.7,False,True
EST-1812,Economia,1,F,22,13.2,7,4,3,84.4,False,False
EST-1813,Relaciones Industriales,3,F,19,15.0,6,4,2,78.9,True,True
EST-1814,Relaciones Industriales,7,M,23,14.0,5,4,1,88.1,False,False
EST-1815,Relaciones Industriales,4,F,23,15.3,7,5,2,88.1,False,False
EST-1816,Economia,2,M,24,8.3,4,1,3,70.9,False,True
EST-1817,Economia,8,F,27,17.3,6,5,1,59.7,True,False
EST-1818,Administracion,2,M,17,12.0,5,1,4,100.0,True,True
EST-1819,Economia,6,F,24,13.1,6,4,2,77.4,False,True
EST-1820,Relaciones Industriales,10,F,25,18.1,4,4,0,100.0,False,True
EST-1821,Contaduria,6,M,24,15.9,5,4,1,94.1,False,False
EST-1822,Relaciones Industriales,2,M,25,12.5,7,3,4,82.5,False,True
EST-1823,Economia,3,F,22,9.8,7,2,5,65.0,False,True
EST-1824,Relaciones Industriales,7,F,23,14.3,6,6,0,85.8,False,True
EST-1825,Economia,1,F,19,13.1,4,3,1,94.1,False,False
EST-1826,Economia,2,M,18,15.1,6,5,1,100.0,False,False
EST-1827,Relaciones Industriales,3,F,18,16.6,7,4,3,91.6,False,False
EST-1828,Contaduria,1,M,21,12.1,6,3,3,83.1,False,False
EST-1829,Administracion,4,M,23,14.1,4,3,1,73.9,False,False
EST-1830,Economia,2,F,18,15.8,5,5,0,76.6,True,True
EST-1831,Administracion,2,M,17,15.8,7,7,0,68.0,False,True
EST-1832,Economia,4,F,23,10.4,4,3,1,83.3,True,False
EST-1833,Administracion,5,F,20,11.4,5,2,3,100.0,False,False
EST-1834,Economia,2,M,19,17.4,6,6,0,60.9,True,True
EST-1835,Administracion,7,M,22,16.5,6,5,1,82.2,False,True
EST-1836,Economia,5,F,22,13.1,5,3,2,82.5,False,True
EST-1837,Administracion,3,M,20,14.9,7,4,3,100.0,False,False
EST-1838,Contaduria,2,F,17,10.6,7,3,4,89.5,False,True
EST-1839,Relaciones Industriales,5,F,20,6.4,4,3,1,80.9,False,False
EST-1840,Economia,2,F,18,11.8,6,5,1,64.8,False,True
EST-1841,Administracion,9,F,25,13.1,4,3,1,86.8,True,True
EST-1842,Administracion,10,F,21,12.1,4,1,3,91.0,False,False
EST-1843,Relaciones Industriales,2,M,20,9.8,7,5,2,82.5,False,True
EST-1844,Relaciones Industriales,8,F,22,12.4,7,5,2,100.0,False,False
EST-1845,Administracion,10,F,26,15.3,6,5,1,82.8,False,False
EST-1846,Administracion,5,M,27,14.7,5,2,3,83.7,True,True
EST-1847,Relaciones Industriales,6,M,22,17.1,5,4,1,97.7,False,False
EST-1848,Economia,8,M,24,11.1,5,2,3,77.5,False,True
EST-1849,Administracion,9,M,17,10.7,6,2,4,95.3,False,False
EST-1850,Relaciones Industriales,7,M,24,17.5,6,6,0,76.3,False,False
EST-1851,Contaduria,8,M,25,19.0,5,5,0,100.0,False,False
EST-1852,Contaduria,6,F,26,10.5,6,5,1,62.7,False,True
EST-1853,Administracion,3,M,21,12.6,6,2,4,67.6,False,True
EST-1854,Relaciones Industriales,5,M,23,11.7,7,4,3,85.7,False,False
EST-1855,Administracion,6,M,22,11.6,6,5,1,87.1,False,False
EST-1856,Administracion,9,M,21,12.2,4,3,1,82.5,False,True
EST-1857,Contaduria,3,F,18,12.1,5,3,2,80.1,False,True
EST-1858,Administracion,3,M,19,10.4,5,4,1,72.4,False,False
EST-1859,Administracion,2,F,21,13.6,5,5,0,72.4,False,False
EST-1860,Relaciones Industriales,6,F,19,10.9,6,2,4,69.9,False,True
EST-1861,Contaduria,1,F,19,15.1,5,4,1,80.1,False,True
EST-1862,Contaduria,4,F,18,12.4,4,2,2,79.2,False,False
EST-1863,Administracion,9,M,24,16.1,4,4,0,87.9,False,False
EST-1864,Economia,2,F,17,14.3,7,5,2,60.6,True,True
EST-1865,Contaduria,1,F,21,15.2,6,4,2,62.2,False,True
EST-1866,Economia,1,M,20,12.5,7,4,3,79.3,True,False
EST-1867,Administracion,6,F,23,14.9,7,5,2,73.9,False,False
EST-1868,Economia,1,F,25,8.8,7,3,4,75.4,False,False
EST-1869,Contaduria,4,F,24,20.0,5,5,0,67.3,False,False
EST-1870,Relaciones Industriales,3,F,21,10.3,4,3,1,76.4,False,True
EST-1871,Relaciones Industriales,5,M,19,13.5,5,3,2,86.6,False,False
EST-1872,Economia,4,F,21,13.2,6,4,2,68.2,True,True
EST-1873,Relaciones Industriales,8,F,26,16.7,4,3,1,73.5,False,True
EST-1874,Relaciones Industriales,7,F,28,11.0,7,4,3,92.9,False,True
EST-1875,Economia,8,M,24,12.1,7,4,3,78.5,False,True
EST-1876,Contaduria,7,M,23,10.6,4,1,3,87.7,False,False
EST-1877,Economia,8,M,25,11.9,5,4,1,69.8,False,True
EST-1878,Contaduria,10,F,25,15.2,5,3,2,97.2,False,False
EST-1879,Relaciones Industriales,9,M,19,10.3,4,2,2,73.1,False,True
EST-1880,Economia,1,M,18,15.9,7,6,1,100.0,False,False
EST-1881,Administracion,8,M,22,18.0,7,7,0,75.0,False,False
EST-1882,Contaduria,9,F,27,9.2,5,1,4,79.0,False,False
EST-1883,Administracion,3,M,21,17.9,4,4,0,84.0,False,False
EST-1884,Administracion,6,M,22,12.6,6,2,4,96.0,False,False
EST-1885,Contaduria,4,F,18,12.5,5,3,2,91.0,False,False
EST-1886,Contaduria,8,M,25,11.0,7,3,4,91.3,True,False
EST-1887,Contaduria,6,F,20,12.7,6,4,2,85.6,False,True
EST-1888,Economia,10,M,25,12.5,5,4,1,74.4,True,True
EST-1889,Contaduria,7,M,24,10.3,4,2,2,99.8,True,True
EST-1890,Contaduria,1,F,21,12.3,7,4,3,75.9,False,True
EST-1891,Economia,3,F,20,9.8,6,4,2,54.2,False,True
EST-1892,Contaduria,4,M,20,10.0,6,3,3,69.9,False,False
EST-1893,Administracion,8,M,30,15.0,7,6,1,97.4,False,False
EST-1894,Relaciones Industriales,10,M,22,16.0,7,6,1,73.5,False,True
EST-1895,Economia,3,F,22,13.3,7,4,3,75.9,True,True
EST-1896,Economia,1,M,18,10.2,5,4,1,90.5,False,True
EST-1897,Relaciones Industriales,8,M,24,14.7,4,1,3,92.7,False,False
EST-1898,Relaciones Industriales,8,F,23,13.3,7,4,3,95.7,False,False
EST-1899,Relaciones Industriales,10,F,25,13.3,7,6,1,79.3,False,False
EST-1900,Contaduria,5,F,21,14.7,7,6,1,80.8,True,False
EST-1901,Contaduria,7,M,24,16.6,4,3,1,72.7,False,False
EST-1902,Contaduria,9,F,21,10.4,7,3,4,85.0,False,True
EST-1903,Economia,2,F,22,9.1,4,3,1,72.9,False,True
EST-1904,Administracion,3,M,20,12.7,7,3,4,85.7,False,False
EST-1905,Economia,1,M,18,12.3,4,2,2,60.3,False,False
EST-1906,Administracion,10,F,27,15.7,5,4,1,94.6,False,False
EST-1907,Administracion,7,M,25,16.1,5,3,2,77.1,False,True
EST-1908,Administracion,5,M,22,11.5,4,2,2,88.6,False,False
EST-1909,Administracion,5,F,27,12.3,7,4,3,85.0,False,True
EST-1910,Contaduria,2,F,18,13.9,7,3,4,98.0,False,False
EST-1911,Economia,6,F,21,16.4,7,7,0,80.2,False,True
EST-1912,Administracion,6,M,25,17.2,6,5,1,69.4,False,True
EST-1913,Contaduria,3,M,17,12.4,4,2,2,82.9,False,False
EST-1914,Contaduria,6,F,25,9.7,7,1,6,70.2,False,True
EST-1915,Administracion,6,M,22,7.7,6,2,4,62.7,False,True
EST-1916,Economia,10,F,25,10.0,5,2,3,100.0,False,True
EST-1917,Administracion,10,M,25,13.0,5,4,1,67.5,False,True
EST-1918,Contaduria,7,M,21,15.8,5,2,3,100.0,False,False
EST-1919,Relaciones Industriales,4,F,21,15.7,7,5,2,95.9,False,False
EST-1920,Contaduria,6,F,25,13.0,6,3,3,94.1,False,False
EST-1921,Administracion,4,M,20,13.8,4,3,1,99.5,True,False
EST-1922,Economia,10,F,21,15.3,7,5,2,99.8,False,False
EST-1923,Relaciones Industriales,8,F,28,10.4,5,5,0,81.3,False,True
EST-1924,Relaciones Industriales,8,F,27,15.4,5,3,2,83.5,False,True
EST-1925,Administracion,9,F,28,17.8,7,7,0,83.2,False,True
EST-1926,Economia,4,F,17,13.0,7,4,3,85.5,False,False
EST-1927,Administracion,1,F,19,9.9,7,5,2,84.3,False,False
EST-1928,Contaduria,8,M,30,16.4,7,6,1,95.1,True,False
EST-1929,Contaduria,2,M,18,13.1,5,4,1,64.8,False,True
EST-1930,Administracion,7,F,23,13.1,5,4,1,68.8,False,True
EST-1931,Administracion,1,F,17,8.2,7,6,1,52.4,False,True
EST-1932,Administracion,9,F,25,13.4,4,2,2,57.4,False,False
